;;;;;;
;;;;;;
;;;;;;
;;;;;;
EAN;Titolo;Autore;Editore;Genere (livello 1);Data di Uscita;NazionalitÖ dell'autore
9788848326599;Alpha Test. Medicina. TOLC-MED. Kit di preparazione. Teoria + esercizi;AA.VV.;ALPHA TEST;NON FICTION VARIE;08/09/2023;
9788869661396;Diario di una schiappa. Non ce la posso fare!;Kinney Jeff;IL CASTORO;BAMBINI/RAGAZZI;09/11/2016;
9788828766070;Jujutsu Kaisen. Sorcery Fight. Vol. 13. L'incidente di Shibuya. Il tuono;Akutami Gege;PANINI COMICS;FICTION;28/04/2022;STRANIERO
9788868339388;Mia figlia, la filosofia;Regazzoni Simone;PONTE ALLE GRAZIE;NON FICTION GENERALI;22/09/2023;
9788815298942;Fondamenti di sociologia;Giddens Anthony;IL MULINO;NON FICTION GENERALI;22/07/2022;
9788869618345;I figli del sole. Tex contro Mefisto;Bonelli Gianluigi;SERGIO BONELLI;FICTION;22/09/2023;ITALIANO
9788830109940;La vita dell'altro. Svevo, Joyce: un'amicizia geniale;Terrinoni Enrico;BOMPIANI;NON FICTION GENERALI;30/08/2023;
9788807070556;Per dieci minuti;Gamberale Chiara;FELTRINELLI;FICTION;16/05/2023;ITALIANO
9788892219489;Riccioli d'oro;Cima Lodovica;SAN PAOLO EDIZIONI;BAMBINI/RAGAZZI;22/10/2019;
9788804735113;Io, robot;Asimov Isaac;MONDADORI;FICTION;25/05/2021;STRANIERO
9788809876262;La fattoria;Dami Elisabetta,Sirena Adriana;DAMI EDITORE;BAMBINI/RAGAZZI;27/03/2019;
9788834922866;Toman pack: Tokyo revengers vol. 29-Tokyo revengers. Una lettera da Baji vol. 1;Wakui Ken;EDIZIONI BD;FICTION;29/08/2023;STRANIERO
9788850266630;Il maestro delle ombre. La trilogia di Marcus;Carrisi Donato;TEA;FICTION;28/04/2023;ITALIANO
9788806218928;Futuro interiore;Murgia Michela;EINAUDI;NON FICTION GENERALI;07/06/2016;
9788817108348;The Mamba mentality. Il mio basket;Bryant Kobe;RIZZOLI;NON FICTION VARIE;13/11/2018;
9788807885457;La via dei tarocchi;Jodorowsky Alejandro;FELTRINELLI;NON FICTION VARIE;08/10/2014;
9788820073879;Le diete che ti hanno rovinato la vita. Come imparare a mangiare per smettere di soffrire;Biondi Giulia;SPERLING & KUPFER;NON FICTION VARIE;11/10/2022;
9788804717546;La bussola delle emozioni. Dalla rabbia alla felicitÖ, le emozioni raccontate ai ragazzi;Pellai Alberto,Tamborini Barbara;MONDADORI;BAMBINI/RAGAZZI;03/09/2019;
9788804751441;Un nuovo mondo. Riconosci il vero senso della tua vita;Tolle Eckhart;MONDADORI;NON FICTION VARIE;01/04/2022;
9788856693027;La battaglia del bosco senza nome;Passoni Diego;PIEMME;BAMBINI/RAGAZZI;03/10/2023;
9788804779766;Unicornia. Un cucciolo da salvare;Punset Ana;MONDADORI;BAMBINI/RAGAZZI;26/09/2023;
9791254940587;La bellezza. Istruzioni per l'uso;Sommi Luca;BALDINI + CASTOLDI;NON FICTION GENERALI;23/05/2023;
9788845922480;La camera azzurra;Simenon Georges;ADELPHI;FICTION;06/02/2008;STRANIERO
9788806243883;Figure. Come funzionano le immagini dal Rinascimento a Instagram;Falcinelli Riccardo;EINAUDI;NON FICTION GENERALI;06/10/2020;
9788858129807;Caporetto;Barbero Alessandro;LATERZA;NON FICTION GENERALI;19/10/2017;
9788831003827;Harry Potter e la pietra filosofale. Ediz. copertine De Lucchi. Vol. 1. Vol.;Rowling J. K.;SALANI;BAMBINI/RAGAZZI;21/01/2021;
9788891836298;Pizza per tutti. Ricette, impasti e metodi di cottura;Marino Fulvio;MONDADORI ELECTA;NON FICTION VARIE;20/09/2022;
9788845937934;Guerra;CÇline Louis-Ferdinand;ADELPHI;FICTION;26/05/2023;STRANIERO
9788891586469;Il portale del tempo sospeso;Aurora e Ludovica;FABBRI;BAMBINI/RAGAZZI;24/05/2022;
9788869660337;Diario di una schiappa. Portatemi a casa!;Kinney Jeff;IL CASTORO;BAMBINI/RAGAZZI;10/11/2015;
9788880335719;Diario di una schiappa. Vita da cani;Kinney Jeff;IL CASTORO;BAMBINI/RAGAZZI;02/02/2011;
9788817103756;Drilla;Clements Andrew;RIZZOLI;BAMBINI/RAGAZZI;25/09/2018;
9788808820655;Elementi di biologia e genetica;AA.VV.;ZANICHELLI;NON FICTION GENERALI;01/01/2019;
9788806251895;Niente di vero;Raimo Veronica;EINAUDI;FICTION;01/02/2022;ITALIANO
9788807900846;Orgoglio e pregiudizio;Austen Jane;FELTRINELLI;FICTION;01/10/2013;STRANIERO
9788804758532;The hole. Ediz. italiana;Pyun Hye-young;MONDADORI;FICTION;26/09/2023;STRANIERO
9788893304672;Giochiamo con il buio. Bing;Panzeri Cristina;PON PON EDIZIONI;BAMBINI/RAGAZZI;26/07/2023;
9788808199157;Il primo latino. Vocabolario latino-italiano, italiano-latino;Mabilia Valentina;ZANICHELLI;NON FICTION GENERALI;15/06/2015;
9788804738794;The giver;Lowry Lois;MONDADORI;BAMBINI/RAGAZZI;11/05/2021;
9788834921838;Il mistero di Ron Kamonohashi. Vol. 7;Amano Akira;EDIZIONI BD;FICTION;29/09/2023;
9788830118706;Take command. Trova la tua forza interiore, stabilisci relazioni durature e vivi come vuoi tu;Carnegie Dale;BOMPIANI;NON FICTION VARIE;06/09/2023;
9788850251018;Un indovino mi disse;Terzani Tiziano;TEA;NON FICTION GENERALI;05/07/2018;
9788858012963;Favole di Esopo;Esopo;GRIBAUDO;BAMBINI/RAGAZZI;26/11/2014;
9788822716590;L'abbazia dei cento peccati. Codice Millenarius saga;Simoni Marcello;NEWTON COMPTON EDITORI;FICTION;17/05/2018;ITALIANO
9788883621222;L'uccellino fa...;Bravi Soledad;BABALIBRI;BAMBINI/RAGAZZI;01/12/2005;
9788808320971;Principi di chimica;Atkins Peter William;ZANICHELLI;NON FICTION GENERALI;23/07/2018;
9788822600974;My Hero Academia. Vol. 5;Horikoshi Kohei;STAR COMICS;FICTION;20/10/2016;STRANIERO
9788822640635;One piece. New edition. Vol. 99;Oda Eiichiro;STAR COMICS;FICTION;14/06/2023;STRANIERO
9788891838957;La ragazza che scrive;Ciafardoni Sara;MONDADORI ELECTA;FICTION;26/04/2023;ITALIANO
9788858135815;La nazione delle piante;Mancuso Stefano;LATERZA;NON FICTION GENERALI;07/03/2019;
9788817081504;La chimera;Vassalli Sebastiano;RIZZOLI;FICTION;07/05/2015;ITALIANO
9788870916720;Quando i diavoli si svegliano däi. Testo islandese a fronte;Stef†nsson J¢n Kalman;IPERBOREA;FICTION;13/09/2023;STRANIERO
9788804747437;Sempre tornare;Mencarelli Daniele;MONDADORI;FICTION;10/01/2023;ITALIANO
9788832750430;Tomie;Ito Junji;EDIZIONI BD;FICTION;16/11/2017;STRANIERO
9788833715353;Fattoria. I tattilini;Nigelli Benedetta;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;20/04/2022;
9788809931091;Gioca con Peppa. Peppa Pig. Con adesivi;D'Achille Silvia;GIUNTI EDITORE;BAMBINI/RAGAZZI;21/06/2023;
9788845409394;Il talento del cervello. 10 lezioni facili di neuroscienze;Matteoli Michela;SONZOGNO;NON FICTION GENERALI;23/09/2022;
9788858014813;Il lupo che voleva cambiare colore. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;04/12/2015;
9788830104716;Il signore degli anelli;Tolkien John R. R.;BOMPIANI;FICTION;28/10/2020;STRANIERO
9791255170051;Quando l'anima brucia;Shen L. J.;ALWAYS PUBLISHING;FICTION;28/07/2023;STRANIERO
9791259850928;La corona di ossa. Blood and Ash. Vol. 3;Armentrout Jennifer L.;HARPERCOLLINS ITALIA;FICTION;31/01/2023;STRANIERO
9788864202105;One piece. New edition. Vol. 24;Oda Eiichiro;STAR COMICS;FICTION;20/01/2010;STRANIERO
9788858323328;Pari e dispari. Italiano L2 per adulti in classi ad abilitÖ differenziate. Livello A2;Borri Alessandro;LOESCHER;NON FICTION VARIE;20/01/2020;
9788842091134;Psicologia dinamica. I modelli teorici a confronto;De Coro A.(cur.);LATERZA;NON FICTION GENERALI;20/05/2010;
9788893291293;Spidey. Coloriamo con i pennarelli. Super album;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;26/07/2023;
9788859282891;Copenaghen;Bjarnason Egill;LONELY PLANET ITALIA;NON FICTION VARIE;28/04/2023;
9788867950973;Una vita felice. Introduzione alla pratica buddista;AA.VV.;ESPERIA;NON FICTION GENERALI;01/08/2017;
9788809952553;Calma la scimmia che hai in testa. Come eliminare ansia e insicurezza per riprendere il controllo della propria vita;Macpherson Don;GIUNTI EDITORE;NON FICTION VARIE;30/03/2022;
9788806252618;La misura del tempo;Carofiglio Gianrico;EINAUDI;FICTION;11/01/2022;ITALIANO
9788807901010;I Promessi sposi;Manzoni Alessandro;FELTRINELLI;FICTION;01/02/2014;ITALIANO
9788861894952;Lucy e il filo dell'amicizia;Roeder Vanessa;TERRE DI MEZZO;BAMBINI/RAGAZZI;18/10/2018;
9788845937644;Quer pasticciaccio brutto de via Merulana;Gadda Carlo Emilio;ADELPHI;FICTION;31/01/2023;ITALIANO
9788807898198;La storia di Marinella. Una bambina del Vajont;Da Ros Emanuela;FELTRINELLI;BAMBINI/RAGAZZI;08/09/2023;
9788815287946;Psicologia sociale. Fondamenti teorici ed empirici;AA.VV.;IL MULINO;NON FICTION GENERALI;23/07/2020;
9788867450930;Il venditore di felicitÖ;Calç Davide;KITE;BAMBINI/RAGAZZI;22/05/2018;
9788859012801;Le espressioni. Quaderno amico. Dal problema alla regola;Poli Silvana;ERICKSON;NON FICTION GENERALI;17/11/2016;
9788820077853;Juventus, il secolo degli Agnelli. Cento anni di storia insieme;Vaciago Guido;SPERLING & KUPFER;NON FICTION VARIE;05/09/2023;
9788807884603;Kitchen;Yoshimoto Banana;FELTRINELLI;FICTION;01/05/2014;STRANIERO
9788867716982;Quando la mamma va al lavoro;Cozza Giorgia;IL CILIEGIO;BAMBINI/RAGAZZI;20/02/2020;
9788845937606;Yoga;Carräre Emmanuel;ADELPHI;NON FICTION GENERALI;07/02/2023;
9788822611857;Dragon Ball Super. Vol. 6;Toriyama Akira;STAR COMICS;FICTION;30/01/2019;STRANIERO
9788833571393;La memoria di Babel. L'Attraversaspecchi. Vol. 3;Dabos Christelle;E/O;FICTION;09/10/2019;STRANIERO
9788858027059;Giappone. La mia guida di viaggio;Togni Marco;GRIBAUDO;NON FICTION VARIE;28/03/2023;
9788858046951;Ecominimalismo. L'arte perduta dell'essenziale. PerchÇ consumare meno e meglio puï salvare noi e il pianeta;Nicoli Elisa;GRIBAUDO;NON FICTION VARIE;12/09/2023;
9788822638922;Kaiju No. 8. Vol. 8;Matsumoto Naoya;STAR COMICS;FICTION;24/05/2023;STRANIERO
9788830102910;Il sogno della macchina da cucire;Pitzorno Bianca;BOMPIANI;FICTION;23/06/2021;ITALIANO
9788832737097;Ogni maledetto lunedç su due;Zerocalcare;BAO PUBLISHING;FICTION;21/06/2022;ITALIANO
9788891297327;Death noteDeath Note;Obata Takeshi, Ohba Tsugumi;PANINI COMICS;FICTION;17/12/2020;STRANIERO
9788822626554;One piece. Le ricette piratesche di Sanji;AA.VV.;STAR COMICS;FICTION;29/10/2021;
9788847741003;I viaggi di Gulliver. Stampatello maiuscolo;Bordiglioni Stefano;EL;BAMBINI/RAGAZZI;04/07/2023;
9788822778284;703 ragioni per dire sç;Koraline L. F.;NEWTON COMPTON EDITORI;FICTION;19/05/2023;ITALIANO
9788852242922;Storie senza tempo. Disney Princess. Super Collection;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;05/07/2023;
9788804752837;La ragazza che sognava di sconfiggere la mafia;Frustaci Annamaria;MONDADORI;BAMBINI/RAGAZZI;10/05/2022;
9788828745082;Naruto. Il mito. Vol. 3;Kishimoto Masashi;PANINI COMICS;FICTION;09/03/2023;STRANIERO
9788892143890;Diritto costituzionale;Pisaneschi Andrea;GIAPPICHELLI;NON FICTION GENERALI;30/08/2022;
9788828212928;Io avrï cura di te. La chiamata per il bene comune;Francesco (Jorge Mario Bergoglio);SOLFERINO;NON FICTION GENERALI;19/09/2023;
9788807903816;1984;Orwell George;FELTRINELLI;FICTION;07/01/2021;STRANIERO
9788884519344;Il GGG;Dahl Roald;SALANI;BAMBINI/RAGAZZI;30/04/2008;
9791259852380;A shadow in the ember. Un?ombra fra le braci. Flesh and Fire. Vol. 1;Armentrout Jennifer L.;HARPERCOLLINS ITALIA;FICTION;09/05/2023;STRANIERO
9788847740983;Il meraviglioso Mago di Oz. Stampatello maiuscolo;Bordiglioni Stefano;EL;BAMBINI/RAGAZZI;04/07/2023;
9788867228591;I mostri. L'enciclopedia del meraviglioso;Perez SÇbastien;L'IPPOCAMPO;BAMBINI/RAGAZZI;28/09/2023;
9788817079761;La teoria del tutto. Origine e destino dell'universo;Hawking Stephen;RIZZOLI;NON FICTION GENERALI;09/01/2015;
9788804777410;Gesó, il re ribelle. Una storia ebraica;Busi Giulio;MONDADORI;NON FICTION GENERALI;05/09/2023;
9788869392948;Il cibo che cura. Il cibo che ammala;Di Fazio Maria Rosa;MIND EDIZIONI;NON FICTION VARIE;02/05/2019;
9788860089335;Manuale del film. Linguaggio, racconto, analisi;Rondolino Gianni;UTET UNIVERSIT∑;NON FICTION GENERALI;13/04/2023;
9788838696947;Zoologia;AA.VV.;MCGRAW-HILL EDUCATION;NON FICTION GENERALI;07/09/2020;
9788807897580;Oceano mare;Baricco Alessandro;FELTRINELLI;FICTION;07/11/2022;ITALIANO
9788850250653;I sei pilastri dell'autostima;Branden Nathaniel;TEA;NON FICTION VARIE;05/07/2018;
9788867024032;Milk and honey. Parole d'amore, di dolore, di perdita e di rinascita;Kaur Rupi;TRE60;FICTION;02/03/2017;STRANIERO
9788869666834;Mille modi per morire. Five nights at Freddy's. Gli incubi del Fazbear;Cawthon Scott, Cooper Elley;IL CASTORO;BAMBINI/RAGAZZI;05/11/2020;
9788861429147;Cappuccetto Rosso. Fiabe pop-up;AA.VV.;DOREMﬁ JUNIOR;BAMBINI/RAGAZZI;01/09/2023;
9788858004401;La grammatica dei sapori e delle loro infinite combinazioni;Segnit Niki;GRIBAUDO;NON FICTION VARIE;11/05/2011;
9788817042024;Pomodori verdi fritti;Flagg Fannie;RIZZOLI;FICTION;19/04/2000;STRANIERO
9788852241659;Disney Princess. 100 pagine per... colorare, leggere, giocare! Sticker special color;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;14/06/2023;
9788829109975;Codice penale e di procedura penale e leggi complementari;AA.VV.;LA TRIBUNA;NON FICTION GENERALI;26/06/2023;
9788850266579;La casa sull'argine. La saga della famiglia Casadio;Raimondi Daniela;TEA;FICTION;02/05/2023;ITALIANO
9790215901605;Le scale per pianoforte;Mannino Vincenzo;CURCI;NON FICTION GENERALI;19/03/2010;
9790041829517;Nuovo Pozzoli . Solfeggi parlati e cantati. Vol.1 Con CD Audio;Ettore Pozzoli;RICORDI LEGGERA;NON FICTION GENERALI;01/01/2007;
9791280592385;Non smettere mai di sognare;Mills Ellen;SPECIAL ART;BAMBINI/RAGAZZI;01/01/2021;
9798458109550;Piccola orchestra. Suona la musica classica a scuola primaria;Iannuzzi Libero;INDEPENDENTLY PUBLISHED;NON FICTION GENERALI;01/01/2021;
9788806257163;Il cuore ä un guazzabuglio. Vita e capolavoro del rivoluzionario Manzoni;Mazzoni Eleonora;EINAUDI;NON FICTION GENERALI;11/04/2023;
9788800746953;Storia romana;Geraci Giovanni, Marcone Arnaldo;MONDADORI EDUCATION;NON FICTION GENERALI;01/01/2016;
9788857612799;Il lupo con gli stivali;El Hematocr°tico;LOGOS;BAMBINI/RAGAZZI;08/09/2023;
9788852239106;Avventure e amicizia. Disney. 5 minuti prima di dormire. In maiuscolo;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;20/09/2023;
9788893304412;La casa di Peppa Pig. Puffy sticker. Peppa Pig;AA.VV.;PON PON EDIZIONI;BAMBINI/RAGAZZI;05/04/2023;
9788842935377;La tempesta di luce;Leoni Giulio;NORD;FICTION;12/09/2023;ITALIANO
9788833710341;Un modo semplice per imparare a scrivere in corsivo;Fanti Roberta;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;23/01/2019;
9788891587961;La comparsa del Pet misterioso;Roby;FABBRI;BAMBINI/RAGAZZI;25/10/2022;
9788863113525;Diario;Frank Anne;LIBERAMENTE;FICTION;01/04/2017;STRANIERO
9788892240735;Il manuale pratico che stavi cercando per scegliere le superiori. Rigorosamente pensato e dedicato a te che sei alle medie;Ballerini Luigi;SAN PAOLO EDIZIONI;NON FICTION GENERALI;01/03/2023;
9788852236310;Il manuale delle giovani marmotte;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;17/06/2020;
9788855442350;Mercante di sogni;Casati Modignani Sveva;SPERLING & KUPFER;FICTION;19/09/2023;ITALIANO
9788854511675;Niente di nuovo sul fronte occidentale;Remarque Erich Maria;NERI POZZA;FICTION;24/03/2016;STRANIERO
9791259850812;Regno di carne e fuoco. Blood and Ash. Vol. 2;Armentrout Jennifer L.;HARPERCOLLINS ITALIA;FICTION;06/09/2022;STRANIERO
9798861108805;Mamma orsa. La favola di Amarena e dei suoi cuccioli a Villalago;AA.VV.;INDEPENDENTLY PUBLISHED;BAMBINI/RAGAZZI;01/01/2023;
9788850260201;La casa delle voci;Carrisi Donato;TEA;FICTION;02/11/2020;ITALIANO
9781408855652;Harry Potter and the philosoper's stone;AA.VV.;BLOOMSBURY;BAMBINI/RAGAZZI;01/01/2014;
9788891289827;L'attacco dei giganti.  Vol. 3;Isayama Hajime;PANINI COMICS;FICTION;05/09/2019;STRANIERO
9788891288257;Berserk collection. Serie nera. Vol. 4;Miura Kentaro;PANINI COMICS;FICTION;30/05/2019;STRANIERO
9788845272400;Il Silmarillion;Tolkien John R. R.;BOMPIANI;FICTION;23/01/2013;STRANIERO
9788831459754;Il nome della rosa. Vol. 1;Manara Milo;OBLOMOV EDIZIONI;FICTION;02/05/2023;ITALIANO
9788809917927;L'arte di passare all'azione. Lezioni di psicologia giapponese per smettere di rimandare;Krech Gregg;GIUNTI EDITORE;NON FICTION VARIE;04/10/2023;
9788864208367;One piece. Vol. 7;Oda Eiichiro;STAR COMICS;FICTION;01/01/2002;STRANIERO
9788820752521;Esercitazioni di matematica Vol. 1/2;Marcellini Paolo, Sbordone Carlo;LIGUORI;NON FICTION GENERALI;16/02/2016;
9788817178907;Odio e amo. Il romanzo di Catullo;Coluzzi Daniele;RIZZOLI;FICTION;26/09/2023;ITALIANO
9788822642554;Shaman king. The superstar. Vol. 2;Takei Hiroyuki;STAR COMICS;FICTION;04/10/2023;
9788858039427;Friggitrice ad aria. Ricette d'autore, dall'antipasto al dolce, tutte testate e sperimentate;Errante Rosella;GRIBAUDO;NON FICTION VARIE;17/03/2022;
9788849551723;Codice civile;Perlingieri Giovanni;EDIZIONI SCIENTIFICHE ITALIANE;NON FICTION GENERALI;30/03/2023;
9788891911377;Linguistica. Introduzione scienze del linguaggio. Ediz. MyLab;AA.VV.;PEARSON;NON FICTION GENERALI;09/02/2023;
9788804706250;Il leone, la strega e l'armadio. Le cronache di Narnia. Vol. 2;Lewis Clive S.;MONDADORI;BAMBINI/RAGAZZI;06/11/2018;
9788858027141;Le Favole di Esopo (12 titoli sfusi);AA.VV.;GRIBAUDO;UNKNOWN;07/02/2020;
9788809855625;Parlo italiano. Manuale pratico per stranieri;AA.VV.;GIUNTI EDITORE;NON FICTION VARIE;13/06/2017;
9788806252823;Se amore guarda. Un?educazione sentimentale al patrimonio culturale;Montanari Tomaso;EINAUDI;NON FICTION GENERALI;02/05/2023;
9788852219450;Cenerentola. Disney princess. Con adesivi;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;11/02/2015;
9788834004807;Psicocibernetica;Maltz Maxwell;ASTROLABIO UBALDINI;NON FICTION GENERALI;01/11/1978;
9791221206203;Il cagnolino;Huang Yu-Hsuan;ABRACADABRA;BAMBINI/RAGAZZI;05/09/2023;
9788834921708;L'estate in cui Hikaru ä morto. Vol. 2;Ren Mokumoku;EDIZIONI BD;FICTION;22/08/2023;
9788820078348;Una nutrizionista per amica. Guida pratica e sentimentale alla corretta alimentazione, per imparare a mangiare bene e sentirsi in forma;Pretto Silene;SPERLING & KUPFER;NON FICTION VARIE;19/09/2023;
9788821563324;Vangelo e Atti degli Apostoli. Nuova versione ufficiale della Conferenza Episcopale Italiana;AA.VV.;SAN PAOLO EDIZIONI;NON FICTION GENERALI;01/10/2014;
9788817154031;Attacchi d'arte contemporanea;Muciaccia Giovanni;RIZZOLI;NON FICTION GENERALI;16/11/2021;
9788869662584;Diario di una schiappa. Avanti tutta!;Kinney Jeff;IL CASTORO;BAMBINI/RAGAZZI;06/11/2017;
9788817176989;Il pesatore di anime;Norek Olivier;RIZZOLI;FICTION;28/02/2023;STRANIERO
9788806225186;Il conte di Montecristo;Dumas Alexandre;EINAUDI;FICTION;24/03/2015;ITALIANO
9788807070600;Il cacciatore di aquiloni;Hosseini Khaled;FELTRINELLI;FICTION;16/05/2023;STRANIERO
9788828212935;La profezia di CL. Comunione e Liberazione tra fede e potere. Da Formigoni alla rivoluzione Carr¢n e oltre;Ascione Marco;SOLFERINO;NON FICTION GENERALI;25/08/2023;
9788866564935;Dalla montagna il tuono. Vajont Sessantatre;Percivale Tommaso;EINAUDI RAGAZZI;BAMBINI/RAGAZZI;13/11/2018;
9788892240384;L'arte della buona battaglia. La libertÖ interiore e gli otto pensieri maligni secondo Evagrio Pontico;Rosini Fabio;SAN PAOLO EDIZIONI;NON FICTION GENERALI;25/01/2023;
9788804775638;Egoisti di squadra. Esaltare il gruppo senza sacrificare il talento;De Giorgi Ferdinando;MONDADORI;NON FICTION VARIE;19/09/2023;
9788817182577;La strada di sabbia e ossa;Preston Douglas;RIZZOLI;FICTION;12/09/2023;STRANIERO
9788804762584;Una serata davvero speciale. The Smythe-Smith Quartet. Vol. 2;Quinn Julia;MONDADORI;FICTION;12/09/2023;STRANIERO
9788804716709;Hunger games;Collins Suzanne;MONDADORI;FICTION;09/10/2019;STRANIERO
9788845916649;L'identitÖ;Kundera Milan;ADELPHI;FICTION;14/11/2001;STRANIERO
9788806260903;Il grido di Pan;Nucci Matteo;EINAUDI;NON FICTION GENERALI;29/08/2023;
9788867144037;Pesciolino. Cantastorie birichino;Donaldson Julia;EMME EDIZIONI;BAMBINI/RAGAZZI;16/06/2015;
9788804703914;Ti voglio bene anche se...;Gliori Debi;MONDADORI;BAMBINI/RAGAZZI;11/09/2018;
9788891666635;Nuova prova scritta. Atti di diritto penale. Oltre 40 tracce esplicate. Esame Avvocato 2023/24;Zincani Marco;MAGGIOLI EDITORE;NON FICTION VARIE;08/08/2023;
9788857015910;Un libro. Per piccole mani;Tullet HervÇ;FRANCO COSIMO PANINI;BAMBINI/RAGAZZI;30/07/2020;
9788834921845;Initial D. Vol. 4;Shigeno Shuichi;EDIZIONI BD;FICTION;29/08/2023;STRANIERO
9788804779018;PokÇmon. Indovina il PokÇmon;AA.VV.;MONDADORI;BAMBINI/RAGAZZI;03/10/2023;
9788848006965;Il dizionario mini di italiano;AA.VV.;GARZANTI LINGUISTICA;NON FICTION GENERALI;20/04/2022;
9788806219192;La nausea;Sartre Jean-Paul;EINAUDI;FICTION;13/01/2014;STRANIERO
9788820733834;Elementi di analisi matematica 1. Versione semplificata per i nuovi corsi di laurea;Marcellini Paolo, Sbordone Carlo;LIGUORI;NON FICTION GENERALI;16/02/2016;
9788857019680;Pimpa va a Brescia;Altan;FRANCO COSIMO PANINI;BAMBINI/RAGAZZI;08/09/2023;
9788893480642;Il mio piccolo Vivaldi. Libro sonoro;Collet Emilie;GALLUCCI;BAMBINI/RAGAZZI;20/10/2016;
9788850266951;La treccia;Colombani Laetitia;TEA;FICTION;11/07/2023;STRANIERO
9788804761532;La vita di chi resta;Bianchi Matteo B.;MONDADORI;FICTION;31/01/2023;ITALIANO
9788858029237;Le mie prime 50 parole;Zito Francesco;GRIBAUDO;BAMBINI/RAGAZZI;08/04/2021;
9788807897634;Le piccole libertÖ;Gentile Lorenza;FELTRINELLI;FICTION;28/02/2023;ITALIANO
9788858018323;English for everyone. Grammatica completa;Hall Diane,Barduhn Susan;GRIBAUDO;NON FICTION GENERALI;14/09/2017;
9788845937712;Max e Flora;Singer Isaac Bashevis;ADELPHI;FICTION;09/05/2023;STRANIERO
9788864202167;One piece. New edition. Vol. 30;Oda Eiichiro;STAR COMICS;FICTION;15/07/2010;STRANIERO
9788822640857;Haikyu!! Club. Vol. 2;Furudate Haruichi;STAR COMICS;FICTION;27/09/2023;STRANIERO
